ticket_id,date
449592,2023-05-27
449593,2023-05-27
449594,2023-05-27
449595,2023-05-27
449596,2023-05-27
449597,2023-05-27
449598,2023-05-27
449599,2023-05-27
449600,2023-05-27
449601,2023-05-27
449602,2023-05-27
449603,2023-05-27
449604,2023-05-27
449605,2023-05-27
449606,2023-05-27
449607,2023-05-27
449608,2023-05-27
449609,2023-05-27
449610,2023-05-27
449611,2023-05-27
449612,2023-05-27
449613,2023-05-27
449614,2023-05-27
449615,2023-05-27
449616,2023-05-27
449617,2023-05-27
449618,2023-05-27
449619,2023-05-27
449620,2023-05-27
449621,2023-05-27
449622,2023-05-27
449623,2023-05-27
449624,2023-05-27
449625,2023-05-27
449626,2023-05-27
449627,2023-05-27
449628,2023-05-27
449629,2023-05-27
449630,2023-05-27
449631,2023-05-27
449632,2023-05-27
449633,2023-05-27
449634,2023-05-27
449635,2023-05-27
449636,2023-05-27
449637,2023-05-27
449638,2023-05-27
449639,2023-05-27
449640,2023-05-27
449641,2023-05-27
449642,2023-05-27
449643,2023-05-27
449644,2023-05-27
449645,2023-05-27
449646,2023-05-27
449647,2023-05-27
449648,2023-05-27
449649,2023-05-27
449650,2023-05-27
449651,2023-05-27
449652,2023-05-27
449653,2023-05-27
449654,2023-05-27
449655,2023-05-27
449656,2023-05-27
449657,2023-05-27
449658,2023-05-27
449659,2023-05-27
449660,2023-05-27
449661,2023-05-27
449662,2023-05-27
449663,2023-05-27
449664,2023-05-27
449665,2023-05-27
449666,2023-05-27
449667,2023-05-27
449668,2023-05-27
449669,2023-05-27
449670,2023-05-27
449671,2023-05-27
449672,2023-05-27
449673,2023-05-27
449674,2023-05-27
449675,2023-05-27
449676,2023-05-27
449677,2023-05-27
449678,2023-05-27
449679,2023-05-27
449680,2023-05-27
449681,2023-05-27
449682,2023-05-27
449683,2023-05-27
449684,2023-05-27
449685,2023-05-27
449686,2023-05-27
449687,2023-05-27
449688,2023-05-27
449689,2023-05-27
449690,2023-05-27
449691,2023-05-27
449692,2023-05-27
449693,2023-05-27
449694,2023-05-27
449695,2023-05-27
449696,2023-05-27
449697,2023-05-27
449698,2023-05-27
449699,2023-05-27
449700,2023-05-27
449701,2023-05-27
449702,2023-05-27
449703,2023-05-27
449704,2023-05-27
449705,2023-05-27
449706,2023-05-27
449707,2023-05-27
449708,2023-05-27
449709,2023-05-27
449710,2023-05-27
449711,2023-05-27
449712,2023-05-27
449713,2023-05-27
449714,2023-05-27
449715,2023-05-27
449716,2023-05-27
449717,2023-05-27
