server_age_months,cpu_temp_celsius,cpu_utilization_percent,memory_usage_percent,disk_io_ops_per_sec,network_throughput_mbps,fan_speed_rpm,power_draw_watts,disk_read_errors_24h,memory_errors_24h,workload_type_compute,workload_type_database,workload_type_storage,workload_type_web,failure_within_48h
1.5000817362512378,-2.155982903266361,0.5750139171866984,-0.12264370082744759,0.19453339479093507,-0.7572410047640966,0.747410514106736,2.038719455992525,0.2999904198449066,0.6001623776315451,-0.5780687498026117,1.7749720373176436,-0.5825850187268843,-0.5853565751624638,0
-0.2868948335803415,-0.5610873407995989,-0.4976691882395878,-1.7203412357250454,0.9489064176603073,0.7768546123685011,-0.02489429260061859,-0.1783591323804776,1.1693598745731908,0.6001623776315451,-0.5780687498026117,1.7749720373176436,-0.5825850187268843,-0.5853565751624638,0
0.9256964102339444,-1.173619694500602,-1.293199720972001,-0.7350944225381931,0.23503664434096846,0.15441007625860173,1.1720109922532036,0.3343528085621505,0.2999904198449066,-0.11499774824017217,-0.5780687498026117,1.7749720373176436,-0.5825850187268843,-0.5853565751624638,0
0.15984930887755333,-1.1389480518382806,-1.4317760073189374,-0.24912808900684066,1.029912916760374,0.8499067846129106,-0.9710512635884166,-0.19438138053493492,-1.0040637622475197,-0.8301578741118895,-0.5780687498026117,-0.5633891571110103,-0.5825850187268843,1.7083604121512657,0
1.4362611444715385,0.39816143952461247,0.06176841219804466,1.0689723772836779,-1.3597788066915968,-1.2756112132929196,0.4732590242798828,0.24022210065471403,-0.13469430751923553,0.6001623776315451,1.7298980447247176,-0.5633891571110103,-0.5825850187268843,-0.5853565751624638,0
-0.7974595678179356,1.4498679336150126,0.9291533156288696,0.17026751390377906,-2.281227733954857,0.21245152817881754,1.7871801889378496,0.35438061875522187,-0.5693790348833776,0.6001623776315451,-0.5780687498026117,1.7749720373176436,-0.5825850187268843,-0.5853565751624638,0
1.4362611444715385,-1.185176908721376,0.5750139171866984,1.1688284732147776,-0.007982852959231946,-0.5831166490034495,-0.7102730171677514,-1.27588313096079,-1.0040637622475197,-0.11499774824017217,-0.5780687498026117,-0.5633891571110103,-0.5825850187268843,1.7083604121512657,0
-0.031612466461544454,-1.4163211931368485,-0.882603316981078,0.5763489706902515,0.5134964849974482,-1.3216440889537804,-0.9844245069946046,0.3023083122532358,-1.0040637622475197,-0.8301578741118895,-0.5780687498026117,-0.5633891571110103,-0.5825850187268843,1.7083604121512657,1
1.6277229198106362,-0.8846893389812612,1.0625971469259192,-0.7683797878485598,1.3640647255481495,-0.5711080727440946,1.2622803852449724,0.7028645161146636,0.2999904198449066,-0.11499774824017217,-0.5780687498026117,-0.5633891571110103,1.7164876676459817,-0.5853565751624638,0
1.3724405526918393,-0.23748534261793744,-1.370186546720299,0.8825743315456249,0.4831190478349231,-0.7552395753875373,-1.2284861991575349,0.7068700781532776,-0.5693790348833776,-0.11499774824017217,-0.5780687498026117,1.7749720373176436,-0.5825850187268843,-0.5853565751624638,0
0.2236699006572526,3.576395350237362,0.0771657773477045,-0.16258613919988715,0.741327263716386,1.6424728177303387,0.5367819304592756,-0.16634244626463487,5.516207148214612,2.745642755246697,-0.5780687498026117,-0.5633891571110103,-0.5825850187268843,1.7083604121512657,1
-1.2442037102758303,-0.3877291274879944,1.545047921615254,1.2487133499596577,0.22491083195346012,0.4976552143384982,-0.830632207823443,0.09602186726460024,-0.13469430751923553,-0.11499774824017217,-0.5780687498026117,1.7749720373176436,-0.5825850187268843,-0.5853565751624638,0
-0.925100751377334,1.2765097203034081,2.5253468361435822,0.3699797057659788,0.250225362922231,0.45562519743075586,-0.9777378852915106,0.3123222173497715,-0.5693790348833776,0.6001623776315451,-0.5780687498026117,-0.5633891571110103,1.7164876676459817,-0.5853565751624638,0
